Date,Customer Code,House,Flock,Genetic Line Code,#Birds at arrival,hatch date,Date of arrival,Date of removal,Date of deactivation,Veterinarian,Hatchery,Age (Days),Birds Present (#),Birds thinned (#),Mortality (#),Mortality Cum. (#),Cum. Perc. Mortality (%),Liveability (%),Body Weight (g),Uniformity (%),Daily Gain (g),Avg. Daily Gain (g/d),Feed Intake (kg/house),FCR Cum.,Wheat / Bird Cum.,Wheat / Bird,Wheat / Day,Feed Intake / Bird Housed Cum. (kg),Feed Intake / Bird (g),Wheat (g),FCR,Water (l),Water Intake / Bird (ml),Water Intake / Bird Cum. (l),Water : Feed,Water : Feed Cum.,Comment
2017-08-05,E, 7,2017-07,BB,26 000,2017-07-14,2017-07-14,,2017-09-13,,, 22,25 795, 0, 0, 205, 0.79, 99.2, 622, 77, 48, 27,"1,996", 1.5,,,, 0.86, 77.4, 0.0, 1.4,3 312.0, 128.4, 1.6, 1.66, 1.82,
2017-08-05,E, 6,2017-07,BB,26 000,2017-07-17,2017-07-17,,2017-09-13,,, 19,25 688, 0, 0, 312, 1.20, 98.8, 536, 53, 41, 28,"1,727", 1.3,,,, 0.64, 67.2, 0.0, 1.2,2 956.0, 115.1, 1.5, 1.71, 2.24,
2017-08-05,E, 5,2017-07,BB,26 000,2017-07-17,2017-07-17,,2017-09-13,,, 19,25 065, 0, 0, 935, 3.60, 96.4, 557, 55, 45, 29,"1,835", 1.3,,,, 0.67, 73.2, 0.0, 1.2,3 428.0, 136.8, 1.5, 1.87, 2.24,
2017-08-05,E, 8,2017-07,BB,26 000,2017-07-14,2017-07-14,,2017-09-13,,, 22,25 659, 0, 0, 341, 1.31, 98.7, 681, 76, 52, 30,"2,119", 1.4,,,, 0.87, 82.6, 0.0, 1.3,3 837.0, 149.5, 1.7, 1.81, 1.89,
2017-08-06,E, 6,2017-07,BB,26 000,2017-07-17,2017-07-17,,2017-09-13,,, 20,25 688, 0, 0, 312, 1.20, 98.8, 577, 51, 41, 29,"1,834", 1.3,,,, 0.71, 71.4, 0.0, 1.3,3 313.0, 129.0, 1.6, 1.81, 2.20,
2017-08-06,E, 7,2017-07,BB,26 000,2017-07-14,2017-07-14,,2017-09-13,,, 23,25 795, 0, 0, 205, 0.79, 99.2, 669, 76, 47, 28,"2,072", 1.5,,,, 0.94, 80.3, 0.0, 1.4,3 404.0, 132.0, 1.7, 1.64, 1.81,
2017-08-06,E, 8,2017-07,BB,26 000,2017-07-14,2017-07-14,,2017-09-13,,, 23,25 659, 0, 0, 341, 1.31, 98.7, 728, 77, 47, 31,"2,196", 1.4,,,, 0.95, 85.6, 0.0, 1.3,3 636.0, 141.7, 1.8, 1.66, 1.87,
2017-08-06,E, 5,2017-07,BB,26 000,2017-07-17,2017-07-17,,2017-09-13,,, 20,25 065, 0, 0, 935, 3.60, 96.4, 605, 57, 48, 30,"1,936", 1.3,,,, 0.74, 77.2, 0.0, 1.3,3 583.0, 143.0, 1.7, 1.85, 2.20,
2017-08-07,E, 5,2017-07,BB,26 000,2017-07-17,2017-07-17,,2017-09-13,,, 21,25 065, 0, 0, 935, 3.60, 96.4, 660, 56, 55, 32,"2,091", 1.3,,,, 0.82, 83.4, 0.0, 1.3,3 893.0, 155.3, 1.8, 1.86, 2.16,
2017-08-07,E, 6,2017-07,BB,26 000,2017-07-17,2017-07-17,,2017-09-13,,, 21,25 688, 0, 0, 312, 1.20, 98.8, 631, 55, 54, 30,"1,911", 1.3,,,, 0.79, 74.4, 0.0, 1.3,3 348.0, 130.3, 1.7, 1.75, 2.16,
2017-08-07,E, 8,2017-07,BB,26 000,2017-07-14,2017-07-14,,2017-09-13,,, 24,25 659, 0, 0, 341, 1.31, 98.7, 791, 77, 63, 32,"2,299", 1.4,,,, 1.04, 89.6, 0.0, 1.3,3 637.0, 141.7, 1.9, 1.58, 1.84,
2017-08-07,E, 7,2017-07,BB,26 000,2017-07-14,2017-07-14,,2017-09-13,,, 24,25 795, 0, 0, 205, 0.79, 99.2, 719, 78, 50, 29,"2,178", 1.5,,,, 1.02, 84.4, 0.0, 1.4,3 603.0, 139.7, 1.8, 1.65, 1.79,
2017-08-08,E, 7,2017-07,BB,26 000,2017-07-14,2017-07-14,,2017-09-13,,, 25,25 795, 0, 0, 205, 0.79, 99.2, 763, 78, 44, 30,"2,253", 1.6,,,, 1.11, 87.3, 0.0, 1.5,3 734.0, 144.8, 2.0, 1.66, 1.78,
2017-08-08,E, 5,2017-07,BB,26 000,2017-07-17,2017-07-17,,2017-09-13,,, 22,25 065, 0, 0, 935, 3.60, 96.4, 710, 53, 50, 33,"2,166", 1.4,,,, 0.90, 86.4, 0.0, 1.3,3 881.0, 154.8, 2.0, 1.79, 2.13,
2017-08-08,E, 8,2017-07,BB,26 000,2017-07-14,2017-07-14,,2017-09-13,,, 25,25 659, 0, 0, 341, 1.31, 98.7, 840, 76, 49, 33,"2,427", 1.4,,,, 1.13, 94.6, 0.0, 1.4,4 071.0, 158.7, 2.1, 1.68, 1.83,
2017-08-08,E, 6,2017-07,BB,26 000,2017-07-17,2017-07-17,,2017-09-13,,, 22,25 688, 0, 0, 312, 1.20, 98.8, 670, 54, 39, 31,"1,987", 1.4,,,, 0.86, 77.4, 0.0, 1.3,3 714.0, 144.6, 1.9, 1.87, 2.13,
2017-08-09,E, 7,2017-07,BB,26 000,2017-07-14,2017-07-14,,2017-09-13,,, 26,25 795, 0, 0, 205, 0.79, 99.2, 820, 75, 57, 31,"2,331", 1.6,,,, 1.20, 90.4, 0.0, 1.5,3 930.0, 152.4, 2.1, 1.69, 1.78,
2017-08-09,E, 6,2017-07,BB,26 000,2017-07-17,2017-07-17,,2017-09-13,,, 23,25 688, 0, 0, 312, 1.20, 98.8, 721, 55, 51, 32,"2,142", 1.4,,,, 0.95, 83.4, 0.0, 1.3,3 809.0, 148.3, 2.0, 1.78, 2.10,
2017-08-09,E, 5,2017-07,BB,26 000,2017-07-17,2017-07-17,,2017-09-13,,, 23,25 065, 0, 0, 935, 3.60, 96.4, 766, 57, 56, 34,"2,292", 1.4,,,, 0.99, 91.4, 0.0, 1.3,4 221.0, 168.4, 2.2, 1.84, 2.10,
2017-08-09,E, 8,2017-07,BB,26 000,2017-07-14,2017-07-14,,2017-09-13,,, 26,25 659, 0, 0, 341, 1.31, 98.7, 895, 78, 55, 34,"2,530", 1.5,,,, 1.23, 98.6, 0.0, 1.4,4 038.0, 157.4, 2.3, 1.60, 1.81,
2017-08-10,E, 6,2017-07,BB,26 000,2017-07-17,2017-07-17,,2017-09-13,,, 24,25 688, 0, 0, 312, 1.20, 98.8, 763, 57, 42, 32,"2,297", 1.4,,,, 1.04, 89.4, 0.0, 1.4,3 934.0, 153.2, 2.2, 1.71, 2.07,
2017-08-10,E, 5,2017-07,BB,26 000,2017-07-17,2017-07-17,,2017-09-13,,, 24,25 065, 0, 0, 935, 3.60, 96.4, 823, 56, 57, 35,"2,395", 1.4,,,, 1.08, 95.6, 0.0, 1.4,4 273.0, 170.5, 2.3, 1.78, 2.08,
2017-08-10,E, 7,2017-07,BB,26 000,2017-07-14,2017-07-14,,2017-09-13,,, 27,25 795, 0, 0, 205, 0.79, 99.2, 873, 75, 53, 32,"2,434", 1.6,,,, 1.29, 94.4, 0.0, 1.5,4 116.0, 159.6, 2.3, 1.69, 1.77,
2017-08-10,E, 8,2017-07,BB,26 000,2017-07-14,2017-07-14,,2017-09-13,,, 27,25 659, 0, 0, 341, 1.31, 98.7, 948, 80, 53, 34,"2,635", 1.5,,,, 1.33, 102.7, 0.0, 1.4,4 127.0, 160.8, 2.4, 1.57, 1.79,
2017-08-11,E, 5,2017-07,BB,26 000,2017-07-17,2017-07-17,,2017-09-13,,, 25,25 027, 0, 38, 973, 3.74, 96.3, 876, 58, 53, 36,"2,392", 1.4,,,, 1.18, 95.6, 0.0, 1.4,4 406.0, 176.1, 2.5, 1.84, 2.06,
2017-08-11,E, 8,2017-07,BB,26 000,2017-07-14,2017-07-14,,2017-09-13,,, 28,25 653, 0, 6, 347, 1.33, 98.7,1 014, 77, 66, 35,"2,711", 1.5,,,, 1.44, 105.7, 0.0, 1.4,4 149.0, 161.7, 2.6, 1.53, 1.77,
2017-08-11,E, 7,2017-07,BB,26 000,2017-07-14,2017-07-14,,2017-09-13,,, 28,25 786, 0, 9, 214, 0.82, 99.2, 929, 77, 56, 32,"2,511", 1.6,,,, 1.39, 97.4, 0.0, 1.5,4 120.0, 159.8, 2.5, 1.64, 1.76,
2017-08-11,E, 6,2017-07,BB,26 000,2017-07-17,2017-07-17,,2017-09-13,,, 25,25 667, 0, 21, 333, 1.28, 98.7, 846, 51, 83, 34,"2,422", 1.4,,,, 1.13, 94.4, 0.0, 1.4,4 213.0, 164.1, 2.3, 1.74, 2.04,
2017-08-12,E, 7,2017-07,BB,26 000,2017-07-14,2017-07-14,,2017-09-13,,, 29,25 786, 0, 0, 214, 0.82, 99.2, 985, 77, 56, 33,"2,588", 1.6,,,, 1.49, 100.4, 0.0, 1.5,4 448.0, 172.5, 2.6, 1.72, 1.76,
2017-08-12,E, 6,2017-07,BB,26 000,2017-07-17,2017-07-17,,2017-09-13,,, 26,25 667, 0, 0, 333, 1.28, 98.7, 891, 52, 45, 35,"2,500", 1.4,,,, 1.22, 97.4, 0.0, 1.4,4 767.0, 185.7, 2.5, 1.91, 2.03,
2017-08-12,E, 5,2017-07,BB,26 000,2017-07-17,2017-07-17,,2017-09-13,,, 26,25 027, 0, 0, 973, 3.74, 96.3, 932, 57, 56, 36,"2,545", 1.4,,,, 1.27, 101.7, 0.0, 1.4,4 478.0, 178.9, 2.7, 1.76, 2.03,
2017-08-12,E, 8,2017-07,BB,26 000,2017-07-14,2017-07-14,,2017-09-13,,, 29,25 653, 0, 0, 347, 1.33, 98.7,1 070, 78, 56, 36,"2,789", 1.5,,,, 1.54, 108.7, 0.0, 1.5,4 503.0, 175.5, 2.8, 1.61, 1.76,
2017-08-13,E, 6,2017-07,BB,26 000,2017-07-17,2017-07-17,,2017-09-13,,, 27,25 667, 0, 0, 333, 1.28, 98.7, 955, 55, 64, 36,"2,605", 1.5,,,, 1.32, 101.5, 0.0, 1.4,4 530.0, 176.5, 2.7, 1.74, 2.01,
2017-08-13,E, 5,2017-07,BB,26 000,2017-07-17,2017-07-17,,2017-09-13,,, 27,25 027, 0, 0, 973, 3.74, 96.3, 991, 59, 59, 37,"2,646", 1.4,,,, 1.38, 105.7, 0.0, 1.4,4 801.0, 191.8, 2.9, 1.81, 2.02,
2017-08-13,E, 8,2017-07,BB,26 000,2017-07-14,2017-07-14,,2017-09-13,,, 30,25 653, 0, 0, 347, 1.33, 98.7,1 123, 75, 53, 37,"2,814", 1.5,,,, 1.65, 109.7, 0.0, 1.5,4 594.0, 179.1, 2.9, 1.63, 1.75,
2017-08-13,E, 7,2017-07,BB,26 000,2017-07-14,2017-07-14,,2017-09-13,,, 30,25 786, 0, 0, 214, 0.82, 99.2,1 042, 74, 57, 34,"2,693", 1.6,,,, 1.59, 104.4, 0.0, 1.5,4 574.0, 177.4, 2.8, 1.70, 1.75,
2017-08-14,E, 8,2017-07,BB,26 000,2017-07-14,2017-07-14,,2017-09-13,,, 31,25 653, 0, 0, 347, 1.33, 98.7,1 177, 76, 54, 37,"2,763", 1.6,,,, 1.76, 107.7, 0.0, 1.5,4 668.0, 182.0, 3.1, 1.69, 1.75,
2017-08-14,E, 7,2017-07,BB,26 000,2017-07-14,2017-07-14,,2017-09-13,,, 31,25 786, 0, 0, 214, 0.82, 99.2,1 094, 77, 52, 35,"2,770", 1.6,,,, 1.70, 107.4, 0.0, 1.6,4 689.0, 181.8, 3.0, 1.69, 1.75,
2017-08-14,E, 6,2017-07,BB,26 000,2017-07-17,2017-07-17,,2017-09-13,,, 28,25 667, 0, 0, 333, 1.28, 98.7, 996, 57, 41, 36,"2,680", 1.5,,,, 1.43, 104.4, 0.0, 1.5,4 411.0, 171.9, 2.9, 1.65, 1.98,
2017-08-14,E, 5,2017-07,BB,26 000,2017-07-17,2017-07-17,,2017-09-13,,, 28,25 027, 0, 0, 973, 3.74, 96.3,1 046, 55, 55, 38,"2,723", 1.5,,,, 1.48, 108.8, 0.0, 1.5,4 849.0, 193.8, 3.1, 1.78, 2.00,
2017-08-15,E, 5,2017-07,BB,26 000,2017-07-17,2017-07-17,,2017-09-13,,, 29,25 027, 0, 0, 973, 3.74, 96.3,1 098, 56, 52, 38,"2,798", 1.5,,,, 1.59, 111.8, 0.0, 1.5,5 118.0, 204.5, 3.3, 1.83, 1.99,
2017-08-15,E, 8,2017-07,BB,26 000,2017-07-14,2017-07-14,,2017-09-13,,, 32,25 653, 0, 0, 347, 1.33, 98.7,1 233, 76, 56, 38,"2,841", 1.6,,,, 1.87, 110.8, 0.0, 1.5,4 881.0, 190.3, 3.3, 1.72, 1.75,
2017-08-15,E, 7,2017-07,BB,26 000,2017-07-14,2017-07-14,,2017-09-13,,, 32,25 786, 0, 0, 214, 0.82, 99.2,1 144, 76, 50, 35,"2,849", 1.7,,,, 1.81, 110.5, 0.0, 1.6,4 816.0, 186.8, 3.2, 1.69, 1.75,
2017-08-15,E, 6,2017-07,BB,26 000,2017-07-17,2017-07-17,,2017-09-13,,, 29,25 667, 0, 0, 333, 1.28, 98.7,1 045, 55, 49, 37,"2,579", 1.5,,,, 1.53, 100.5, 0.0, 1.5,4 902.0, 191.0, 3.0, 1.90, 1.98,
2017-08-16,E, 6,2017-07,BB,26 000,2017-07-17,2017-07-17,,2017-09-13,,, 30,25 667, 0, 0, 333, 1.28, 98.7,1 093, 56, 48, 37,"2,680", 1.6,,,, 1.63, 104.4, 0.0, 1.5,5 281.0, 205.8, 3.3, 1.97, 1.98,
2017-08-16,E, 5,2017-07,BB,26 000,2017-07-17,2017-07-17,,2017-09-13,,, 30,25 027, 0, 0, 973, 3.74, 96.3,1 157, 55, 59, 39,"2,901", 1.5,,,, 1.70, 115.9, 0.0, 1.5,5 165.0, 206.4, 3.5, 1.78, 1.98,
2017-08-16,E, 7,2017-07,BB,26 000,2017-07-14,2017-07-14,,2017-09-13,,, 33,25 786, 0, 0, 214, 0.82, 99.2,1 202, 75, 58, 36,"2,924", 1.7,,,, 1.92, 113.4, 0.0, 1.6,5 051.0, 195.9, 3.4, 1.73, 1.75,
2017-08-16,E, 8,2017-07,BB,26 000,2017-07-14,2017-07-14,,2017-09-13,,, 33,25 653, 0, 0, 347, 1.33, 98.7,1 297, 77, 64, 39,"2,916", 1.6,,,, 1.98, 113.7, 0.0, 1.5,5 067.0, 197.5, 3.5, 1.74, 1.75,
2017-08-17,E, 7,2017-07,BB,26 000,2017-07-14,2017-07-14,,2017-09-13,,, 34,25 786, 0, 0, 214, 0.82, 99.2,1 251, 76, 49, 36,"3,028", 1.7,,,, 2.03, 117.4, 0.0, 1.6,5 103.0, 197.9, 3.6, 1.69, 1.74,
2017-08-17,E, 6,2017-07,BB,26 000,2017-07-17,2017-07-17,,2017-09-13,,, 31,25 667, 0, 0, 333, 1.28, 98.7,1 162, 50, 69, 38,"2,759", 1.6,,,, 1.74, 107.5, 0.0, 1.5,5 497.0, 214.2, 3.5, 1.99, 1.98,
2017-08-17,E, 5,2017-07,BB,26 000,2017-07-17,2017-07-17,,2017-09-13,,, 31,25 027, 0, 0, 973, 3.74, 96.3,1 216, 55, 59, 40,"2,977", 1.5,,,, 1.81, 119.0, 0.0, 1.5,5 315.0, 212.4, 3.7, 1.79, 1.96,
2017-08-17,E, 8,2017-07,BB,26 000,2017-07-14,2017-07-14,,2017-09-13,,, 34,25 653, 0, 0, 347, 1.33, 98.7,1 353, 76, 56, 39,"3,021", 1.6,,,, 2.09, 117.8, 0.0, 1.6,5 180.0, 201.9, 3.7, 1.71, 1.75,
2017-08-18,E, 5,2017-07,BB,26 000,2017-07-17,2017-07-17,,2017-09-13,,, 32,25 027, 0, 0, 973, 3.74, 96.3,1 278, 57, 62, 41,"3,052", 1.6,,,, 1.93, 122.0, 0.0, 1.6,5 277.0, 210.9, 3.9, 1.73, 1.95,
2017-08-18,E, 8,2017-07,BB,26 000,2017-07-14,2017-07-14,,2017-09-13,,, 35,25 653, 0, 0, 347, 1.33, 98.7,1 414, 75, 61, 40,"3,099", 1.6,,,, 2.21, 120.8, 0.0, 1.6,5 014.0, 195.5, 3.9, 1.62, 1.74,
2017-08-18,E, 6,2017-07,BB,26 000,2017-07-17,2017-07-17,,2017-09-13,,, 32,25 667, 0, 0, 333, 1.28, 98.7,1 222, 49, 60, 39,"2,836", 1.6,,,, 1.85, 110.5, 0.0, 1.5,5 890.0, 229.5, 3.7, 2.08, 1.98,
2017-08-18,E, 7,2017-07,BB,26 000,2017-07-14,2017-07-14,,2017-09-13,,, 35,25 786, 0, 0, 214, 0.82, 99.2,1 312, 75, 61, 37,"3,106", 1.7,,,, 2.15, 120.5, 0.0, 1.7,4 979.0, 193.1, 3.8, 1.60, 1.73,
2017-08-19,E, 7,2017-07,BB,26 000,2017-07-14,2017-07-14,,2017-09-13,,, 36,25 772, 0, 14, 228, 0.88, 99.1,1 373, 74, 61, 38,"3,182", 1.7,,,, 2.28, 123.5, 0.0, 1.7,5 081.0, 197.2, 4.0, 1.60, 1.73,
2017-08-19,E, 6,2017-07,BB,26 000,2017-07-17,2017-07-17,,2017-09-13,,, 33,25 654, 0, 13, 346, 1.33, 98.7,1 264, 53, 42, 39,"3,015", 1.6,,,, 1.96, 117.5, 0.0, 1.6,5 195.0, 202.5, 3.9, 1.72, 1.97,
2017-08-19,E, 8,2017-07,BB,26 000,2017-07-14,2017-07-14,,2017-09-13,,, 36,25 641, 0, 12, 359, 1.38, 98.6,1 479, 76, 65, 41,"3,175", 1.6,,,, 2.34, 123.8, 0.0, 1.6,5 137.0, 200.3, 4.1, 1.62, 1.73,
2017-08-19,E, 5,2017-07,BB,26 000,2017-07-17,2017-07-17,,2017-09-13,,, 33,24 999, 0, 28,1 001, 3.85, 96.2,1 342, 55, 64, 41,"3,127", 1.6,,,, 2.05, 125.1, 0.0, 1.6,5 454.0, 218.2, 4.1, 1.74, 1.94,
2017-08-20,E, 6,2017-07,BB,26 000,2017-07-17,2017-07-17,,2017-09-13,,, 34,25 654, 0, 0, 346, 1.33, 98.7,1 310, 55, 46, 39,"3,118", 1.6,,,, 2.08, 121.5, 0.0, 1.6,5 184.0, 202.1, 4.1, 1.66, 1.95,
2017-08-20,E, 8,2017-07,BB,26 000,2017-07-14,2017-07-14,,2017-09-13,,, 37,25 641, 0, 0, 359, 1.38, 98.6,1 536, 76, 57, 41,"3,227", 1.7,,,, 2.46, 125.9, 0.0, 1.6,5 006.0, 195.2, 4.3, 1.55, 1.72,
2017-08-20,E, 7,2017-07,BB,26 000,2017-07-14,2017-07-14,,2017-09-13,,, 37,25 772, 0, 0, 228, 0.88, 99.1,1 440, 74, 67, 39,"3,235", 1.7,,,, 2.40, 125.5, 0.0, 1.7,5 070.0, 196.7, 4.2, 1.57, 1.72,
2017-08-20,E, 5,2017-07,BB,26 000,2017-07-17,2017-07-17,,2017-09-13,,, 34,24 999, 0, 0,1 001, 3.85, 96.2,1 407, 59, 65, 42,"3,227", 1.6,,,, 2.18, 129.1, 0.0, 1.6,5 718.0, 228.7, 4.3, 1.77, 1.93,
2017-08-21,E, 7,2017-07,BB,26 000,2017-07-14,2017-07-14,,2017-09-13,,, 38,25 772, 0, 0, 228, 0.88, 99.1,1 508, 75, 68, 39,"3,260", 1.7,,,, 2.53, 126.5, 0.0, 1.7,5 424.0, 210.5, 4.4, 1.66, 1.72,
2017-08-21,E, 5,2017-07,BB,26 000,2017-07-17,2017-07-17,,2017-09-13,,, 35,24 999, 0, 0,1 001, 3.85, 96.2,1 475, 57, 68, 43,"3,302", 1.6,,,, 2.30, 132.1, 0.0, 1.6,6 033.0, 241.3, 4.6, 1.83, 1.92,
2017-08-21,E, 8,2017-07,BB,26 000,2017-07-14,2017-07-14,,2017-09-13,,, 38,25 641, 0, 0, 359, 1.38, 98.6,1 601, 77, 65, 42,"3,251", 1.7,,,, 2.59, 126.8, 0.0, 1.6,5 547.0, 216.3, 4.5, 1.71, 1.72,
2017-08-21,E, 6,2017-07,BB,26 000,2017-07-17,2017-07-17,,2017-09-13,,, 35,25 654, 0, 0, 346, 1.33, 98.7,1 383, 52, 73, 40,"3,195", 1.6,,,, 2.20, 124.5, 0.0, 1.6,5 707.0, 222.5, 4.3, 1.79, 1.94,
2017-08-22,E, 6,2017-07,BB,26 000,2017-07-17,2017-07-17,,2017-09-13,,, 36,25 654, 0, 0, 346, 1.33, 98.7,1 457, 54, 74, 41,"3,272", 1.6,,,, 2.33, 127.5, 0.0, 1.6,5 606.0, 218.5, 4.5, 1.71, 1.93,
2017-08-22,E, 8,2017-07,BB,26 000,2017-07-14,2017-07-14,,2017-09-13,,, 39,25 641, 0, 0, 359, 1.38, 98.6,1 665, 73, 64, 42,"3,355", 1.7,,,, 2.71, 130.9, 0.0, 1.7,5 393.0, 210.3, 4.7, 1.61, 1.72,
2017-08-22,E, 5,2017-07,BB,26 000,2017-07-17,2017-07-17,,2017-09-13,,, 36,24 999, 0, 0,1 001, 3.85, 96.2,1 541, 58, 66, 44,"3,435", 1.6,,,, 2.43, 137.4, 0.0, 1.6,5 827.0, 233.1, 4.8, 1.70, 1.91,
2017-08-22,E, 7,2017-07,BB,26 000,2017-07-14,2017-07-14,,2017-09-13,,, 39,25 772, 0, 0, 228, 0.88, 99.1,1 557, 77, 49, 40,"3,363", 1.8,,,, 2.66, 130.5, 0.0, 1.7,5 675.0, 220.2, 4.6, 1.69, 1.71,
2017-08-23,E, 5,2017-07,BB,26 000,2017-07-17,2017-07-17,,2017-09-13,,, 37,24 999, 0, 0,1 001, 3.85, 96.2,1 603, 56, 62, 44,"3,177", 1.6,,,, 2.56, 127.1, 0.0, 1.7,6 235.0, 249.4, 5.1, 1.96, 1.91,
2017-08-23,E, 8,2017-07,BB,26 000,2017-07-14,2017-07-14,,2017-09-13,,, 40,25 641, 0, 0, 359, 1.38, 98.6,1 718, 75, 53, 43,"3,124", 1.7,,,, 2.83, 121.8, 0.0, 1.7,5 545.0, 216.3, 4.9, 1.77, 1.72,
2017-08-23,E, 6,2017-07,BB,26 000,2017-07-17,2017-07-17,,2017-09-13,,, 37,25 654, 0, 0, 346, 1.33, 98.7,1 520, 54, 63, 42,"3,349", 1.7,,,, 2.46, 130.5, 0.0, 1.6,6 145.0, 239.5, 4.8, 1.83, 1.92,
2017-08-23,E, 7,2017-07,BB,26 000,2017-07-14,2017-07-14,,2017-09-13,,, 40,25 772, 0, 0, 228, 0.88, 99.1,1 596, 72, 39, 40,"3,131", 1.8,,,, 2.78, 121.5, 0.0, 1.8,5 605.0, 217.5, 4.8, 1.79, 1.72,
2017-08-24,E, 5,2017-07,BB,26 000,2017-07-17,2017-07-17,,2017-09-13,,, 38,24 999, 0, 0,1 001, 3.85, 96.2,1 659, 59, 56, 44,"3,204", 1.7,,,, 2.68, 128.2, 0.0, 1.7,6 278.0, 251.1, 5.3, 1.96, 1.91,
2017-08-24,E, 7,2017-07,BB,26 000,2017-07-14,2017-07-14,,2017-09-13,,, 41,25 772, 0, 0, 228, 0.88, 99.1,1 651, 75, 55, 40,"2,536", 1.8,,,, 2.87, 98.4, 0.0, 1.8,6 548.0, 254.1, 5.1, 2.58, 1.75,
2017-08-24,E, 8,2017-07,BB,26 000,2017-07-14,2017-07-14,,2017-09-13,,, 41,25 641, 0, 0, 359, 1.38, 98.6,1 759, 74, 41, 43,"2,530", 1.7,,,, 2.93, 98.7, 0.0, 1.7,6 120.0, 238.7, 5.2, 2.42, 1.74,
2017-08-24,E, 6,2017-07,BB,26 000,2017-07-17,2017-07-17,,2017-09-13,,, 38,25 654, 0, 0, 346, 1.33, 98.7,1 567, 52, 47, 42,"3,375", 1.7,,,, 2.59, 131.6, 0.0, 1.7,6 564.0, 255.9, 5.0, 1.94, 1.92,
2017-08-25,E, 8,2017-07,BB,26 000,2017-07-14,2017-07-14,,2017-09-13,,, 42,25 625, 0, 16, 375, 1.44, 98.6,1 811, 74, 52, 43,"3,408", 1.7,,,, 3.06, 133.0, 0.0, 1.7,6 327.0, 246.9, 5.4, 1.86, 1.75,
2017-08-25,E, 5,2017-07,BB,26 000,2017-07-17,2017-07-17,,2017-09-13,,, 39,24 972, 0, 27,1 028, 3.95, 96.0,1 708, 56, 49, 45,"3,252", 1.7,,,, 2.81, 130.2, 0.0, 1.7,6 355.0, 254.5, 5.6, 1.95, 1.92,
2017-08-25,E, 7,2017-07,BB,26 000,2017-07-14,2017-07-14,,2017-09-13,,, 42,25 743, 0, 29, 257, 0.99, 99.0,1 698, 76, 47, 40,"3,414", 1.8,,,, 3.01, 132.6, 0.0, 1.8,6 180.0, 240.1, 5.3, 1.81, 1.75,
2017-08-25,E, 6,2017-07,BB,26 000,2017-07-17,2017-07-17,,2017-09-13,,, 39,25 645, 0, 9, 355, 1.37, 98.6,1 613, 53, 46, 42,"3,427", 1.7,,,, 2.72, 133.6, 0.0, 1.7,6 322.0, 246.5, 5.3, 1.84, 1.92,
2017-08-26,E, 5,2017-07,BB,26 000,2017-07-17,2017-07-17,,2017-09-13,,, 40,24 972, 0, 0,1 028, 3.95, 96.0,1 774, 58, 66, 45,"3,021", 1.7,,,, 2.92, 121.0, 0.0, 1.7,6 182.0, 247.6, 5.8, 2.05, 1.92,
2017-08-26,E, 6,2017-07,BB,26 000,2017-07-17,2017-07-17,,2017-09-13,,, 40,25 645, 0, 0, 355, 1.37, 98.6,1 653, 55, 40, 42,"3,256", 1.8,,,, 2.85, 127.0, 0.0, 1.7,6 702.0, 261.3, 5.5, 2.06, 1.93,
2017-08-26,E, 7,2017-07,BB,26 000,2017-07-14,2017-07-14,,2017-09-13,,, 43,25 743, 0, 0, 257, 0.99, 99.0,1 751, 74, 53, 40,"3,207", 1.8,,,, 3.13, 124.6, 0.0, 1.8,6 305.0, 244.9, 5.5, 1.97, 1.76,
2017-08-26,E, 8,2017-07,BB,26 000,2017-07-14,2017-07-14,,2017-09-13,,, 43,25 625, 0, 0, 375, 1.44, 98.6,1 858, 73, 47, 43,"3,198", 1.8,,,, 3.19, 124.8, 0.0, 1.7,6 538.0, 255.1, 5.7, 2.04, 1.76,
2017-08-27,E, 7,2017-07,BB,26 000,2017-07-14,2017-07-14,,2017-09-13,,, 44,25 743, 0, 0, 257, 0.99, 99.0,1 791, 75, 40, 40,"3,489", 1.9,,,, 3.26, 135.5, 7.5, 1.8,6 256.0, 243.0, 5.8, 1.79, 1.76,
2017-08-27,E, 5,2017-07,BB,26 000,2017-07-17,2017-07-17,,2017-09-13,,, 41,24 972, 0, 0,1 028, 3.95, 96.0,1 822, 58, 48, 45,"3,325", 1.7,,,, 3.05, 133.2, 9.1, 1.7,6 311.0, 252.7, 6.1, 1.90, 1.92,
2017-08-27,E, 6,2017-07,BB,26 000,2017-07-17,2017-07-17,,2017-09-13,,, 41,25 645, 0, 0, 355, 1.37, 98.6,1 715, 45, 62, 42,"3,375", 1.8,,,, 2.98, 131.6, 7.5, 1.8,6 736.0, 262.7, 5.8, 2.00, 1.93,
2017-08-27,E, 8,2017-07,BB,26 000,2017-07-14,2017-07-14,,2017-09-13,,, 44,25 625, 0, 0, 375, 1.44, 98.6,1 909, 73, 51, 43,"3,481", 1.8,,,, 3.32, 135.8, 7.5, 1.8,6 602.0, 257.6, 5.9, 1.90, 1.76,
2017-08-28,E, 8,2017-07,BB,26 000,2017-07-14,2017-07-14,,2017-09-13,,, 45,25 625, 0, 0, 375, 1.44, 98.6,1 951, 73, 42, 43,"3,533", 1.8,,,, 3.46, 137.9, 15.0, 1.8,6 381.0, 249.0, 6.2, 1.81, 1.77,
