Date,Customer Code,House,Flock,Genetic Line Code,#Birds at arrival,hatch date,Date of arrival,Date of removal,Date of deactivation,Veterinarian,Hatchery,Age (Days),Birds Present (#),Birds thinned (#),Mortality (#),Mortality Cum. (#),Cum. Perc. Mortality (%),Liveability (%),Body Weight (g),Uniformity (%),Daily Gain (g),Avg. Daily Gain (g/d),Feed Intake (kg/house),FCR Cum.,Wheat / Bird Cum.,Wheat / Bird,Wheat / Day,Feed Intake / Bird Housed Cum. (kg),Feed Intake / Bird (g),Wheat (g),FCR,Water (l),Water Intake / Bird (ml),Water Intake / Bird Cum. (l),Water : Feed,Water : Feed Cum.,Comment
2017-03-27,B, 1,17-3,AA,24 120,2017-03-17,2017-03-17,,,,, 10,23 760,, 9, 360, 1.49, 98.5,,,,,,,,,,,,,,1 984.0, 83.5, 0.5,,,
2017-03-27,B, 2,17-3,AA,19 440,2017-03-17,2017-03-17,,,,, 10,19 012,, 7, 428, 2.20, 97.8,,,,,,,,,,,,,,1 612.0, 84.8, 0.5,,,
2017-03-28,B, 1,17-3,AA,24 120,2017-03-17,2017-03-17,,,,, 11,23 741,, 19, 379, 1.57, 98.4,,,,,,,,,,,,,,2 285.0, 96.3, 0.6,,,
2017-03-28,B, 3,17-03-2017,AA,22 500,2017-03-17,2017-03-17,,,,, 11,22 264,, 14, 236, 1.05, 99.0,,,,,,,,,,,,,,2 094.0, 94.1, 0.6,,,
2017-03-28,B, 2,17-3,AA,19 440,2017-03-17,2017-03-17,,,,, 11,18 995,, 17, 445, 2.29, 97.7,,,,,,,,,,,,,,1 790.0, 94.2, 0.6,,,
2017-03-29,B, 3,17-03-2017,AA,22 500,2017-03-17,2017-03-17,,,,, 12,22 247,, 17, 253, 1.12, 98.9,,,,,,,,,,,,,,2 346.0, 105.5, 0.7,,,
2017-03-29,B, 2,17-3,AA,19 440,2017-03-17,2017-03-17,,,,, 12,18 981,, 14, 459, 2.36, 97.6,,,,,,,,,,,,,,1 968.0, 103.7, 0.7,,,
2017-03-29,B, 1,17-3,AA,24 120,2017-03-17,2017-03-17,,,,, 12,23 717,, 24, 403, 1.67, 98.3,,,,,,,,,,,,,,2 431.0, 102.5, 0.7,,,
2017-03-30,B, 2,17-3,AA,19 440,2017-03-17,2017-03-17,,,,, 13,18 970,, 11, 470, 2.42, 97.6,,,,,,,,,,,,,,2 722.0, 143.5, 0.9,,,
2017-03-30,B, 1,17-3,AA,24 120,2017-03-17,2017-03-17,,,,, 13,23 707,, 10, 413, 1.71, 98.3,,,,,,,,,,,,,,2 481.0, 104.7, 0.8,,,
2017-03-30,B, 3,17-03-2017,AA,22 500,2017-03-17,2017-03-17,,,,, 13,22 230,, 17, 270, 1.20, 98.8,,,,,,,,,,,,,,2 333.0, 105.0, 0.8,,,
2017-03-31,B, 2,17-3,AA,19 440,2017-03-17,2017-03-17,,,,, 14,18 959,, 11, 481, 2.47, 97.5,,,,,,,,,,,,,,2 214.0, 116.8, 1.0,,,
2017-03-31,B, 1,17-3,AA,24 120,2017-03-17,2017-03-17,,,,, 14,23 690,, 17, 430, 1.78, 98.2,,,,,,,,,,,,,,2 903.0, 122.5, 0.9,,,
2017-03-31,B, 3,17-03-2017,AA,22 500,2017-03-17,2017-03-17,,,,, 14,22 219,, 11, 281, 1.25, 98.8,,,,,,,,,,,,,,2 382.0, 107.2, 1.0,,,
2017-04-01,B, 1,17-3,AA,24 120,2017-03-17,2017-03-17,,,,, 15,23 671,, 19, 449, 1.86, 98.1,,,,,,,,,,,,,,3 231.0, 136.5, 1.1,,,
2017-04-01,B, 3,17-03-2017,AA,22 500,2017-03-17,2017-03-17,,,,, 15,22 200,, 19, 300, 1.33, 98.7,,,,,,,,,,,,,,2 816.0, 126.9, 1.1,,,
2017-04-01,B, 2,17-3,AA,19 440,2017-03-17,2017-03-17,,,,, 15,18 944,, 15, 496, 2.55, 97.4,,,,,,,,,,,,,,2 664.0, 140.6, 1.1,,,
2017-04-02,B, 1,17-3,AA,24 120,2017-03-17,2017-03-17,,,,, 16,23 658,, 13, 462, 1.92, 98.1,,,,,,,,,,,,,,3 399.0, 143.7, 1.2,,,
2017-04-02,B, 2,17-3,AA,19 440,2017-03-17,2017-03-17,,,,, 16,18 932,, 12, 508, 2.61, 97.4,,,,,,,,,,,,,,2 576.0, 136.1, 1.3,,,
2017-04-02,B, 3,17-03-2017,AA,22 500,2017-03-17,2017-03-17,,,,, 16,22 185,, 15, 315, 1.40, 98.6,,,,,,,,,,,,,,2 866.0, 129.2, 1.2,,,
2017-04-03,B, 2,17-3,AA,19 440,2017-03-17,2017-03-17,,,,, 17,18 928,, 4, 512, 2.63, 97.4,,,,,,,,,,,,,,3 415.0, 180.4, 1.5,,,
2017-04-03,B, 1,17-3,AA,24 120,2017-03-17,2017-03-17,,,,, 17,23 646,, 12, 474, 1.97, 98.0,,,,,,,,,,,,,,3 677.0, 155.5, 1.4,,,
2017-04-03,B, 3,17-03-2017,AA,22 500,2017-03-17,2017-03-17,,,,, 17,22 179,, 6, 321, 1.43, 98.6,,,,,,,,,,,,,,3 435.0, 154.9, 1.4,,,
2017-04-04,B, 2,17-3,AA,19 440,2017-03-17,2017-03-17,,,,, 18,18 922,, 6, 518, 2.66, 97.3,,,,,,,,,,,,,,3 337.0, 176.4, 1.6,,,
2017-04-04,B, 1,17-3,AA,24 120,2017-03-17,2017-03-17,,,,, 18,23 627,, 19, 493, 2.04, 98.0,,,,,,,,,,,,,,4 036.0, 170.8, 1.6,,,
2017-04-04,B, 3,17-03-2017,AA,22 500,2017-03-17,2017-03-17,,,,, 18,22 171,, 8, 329, 1.46, 98.5,,,,,,,,,,,,,,3 682.0, 166.1, 1.5,,,
2017-04-05,B, 3,17-03-2017,AA,22 500,2017-03-17,2017-03-17,,,,, 19,22 162,, 9, 338, 1.50, 98.5,,,,,,,,,,,,,,4 039.0, 182.3, 1.7,,,
2017-04-05,B, 1,17-3,AA,24 120,2017-03-17,2017-03-17,,,,, 19,23 613,, 14, 507, 2.10, 97.9,,,,,,,,,,,,,,4 285.0, 181.5, 1.7,,,
2017-04-05,B, 2,17-3,AA,19 440,2017-03-17,2017-03-17,,,,, 19,18 912,, 10, 528, 2.72, 97.3,,,,,,,,,,,,,,3 496.0, 184.9, 1.8,,,
2017-04-06,B, 1,17-3,AA,24 120,2017-03-17,2017-03-17,,,,, 20,23 596,, 17, 524, 2.17, 97.8,,,,,,,,,,,,,,4 461.0, 189.1, 1.9,,,
2017-04-06,B, 3,17-03-2017,AA,22 500,2017-03-17,2017-03-17,,,,, 20,22 149,, 13, 351, 1.56, 98.4,,,,,,,,,,,,,,4 236.0, 191.3, 1.9,,,
2017-04-06,B, 2,17-3,AA,19 440,2017-03-17,2017-03-17,,,,, 20,18 905,, 7, 535, 2.75, 97.2,,,,,,,,,,,,,,3 652.0, 193.2, 2.0,,,
2017-04-07,B, 3,17-03-2017,AA,22 500,2017-03-17,2017-03-17,,,,, 21,22 143,, 6, 357, 1.59, 98.4,,,,,,,,,,,,,,4 565.0, 206.2, 2.1,,,
2017-04-07,B, 1,17-3,AA,24 120,2017-03-17,2017-03-17,,,,, 21,23 581,, 15, 539, 2.23, 97.8,,,,,,,,,,,,,,4 709.0, 199.7, 2.1,,,
2017-04-07,B, 2,17-3,AA,19 440,2017-03-17,2017-03-17,,,,, 21,18 902,, 3, 538, 2.77, 97.2,,,,,,,,,,,,,,3 934.0, 208.1, 2.2,,,
2017-04-08,B, 2,17-3,AA,19 440,2017-03-17,2017-03-17,,,,, 22,18 902,,, 538, 2.77, 97.2,,,,,,,,,,,,,,,, 2.2,,,
2017-04-08,B, 3,17-03-2017,AA,22 500,2017-03-17,2017-03-17,,,,, 22,22 143,,, 357, 1.59, 98.4,,,,,,,,,,,,,,,, 2.1,,,
2017-04-08,B, 1,17-3,AA,24 120,2017-03-17,2017-03-17,,,,, 22,23 581,,, 539, 2.23, 97.8,,,,,,,,,,,,,,,, 2.1,,,
2017-04-09,B, 1,17-3,AA,24 120,2017-03-17,2017-03-17,,,,, 23,23 577,, 4, 543, 2.25, 97.7,,,,,,,,,,,,,,4 817.0, 204.3, 2.3,,,
2017-04-09,B, 3,17-03-2017,AA,22 500,2017-03-17,2017-03-17,,,,, 23,22 136,, 7, 364, 1.62, 98.4,,,,,,,,,,,,,,4 899.0, 221.3, 2.3,,,
2017-04-09,B, 2,17-3,AA,19 440,2017-03-17,2017-03-17,,,,, 23,18 896,, 6, 544, 2.80, 97.2,,,,,,,,,,,,,,4 374.0, 231.5, 2.5,,,
2017-04-10,B, 1,17-3,AA,24 120,2017-03-17,2017-03-17,,,,, 24,23 568,, 9, 552, 2.29, 97.7,,,,,,,,,,,,,,5 110.0, 216.8, 2.5,,,
2017-04-10,B, 3,17-03-2017,AA,22 500,2017-03-17,2017-03-17,,,,, 24,22 136,,, 364, 1.62, 98.4,,,,,,,,,,,,,,,, 2.3,,,
2017-04-10,B, 2,17-3,AA,19 440,2017-03-17,2017-03-17,,,,, 24,18 889,, 7, 551, 2.83, 97.2,,,,,,,,,,,,,,4 494.0, 237.9, 2.7,,,
2017-04-11,B, 2,17-3,AA,19 440,2017-03-17,2017-03-17,,,,, 25,18 885,, 4, 555, 2.85, 97.1,,,,,,,,,,,,,,4 332.0, 229.4, 2.9,,,
2017-04-11,B, 3,17-03-2017,AA,22 500,2017-03-17,2017-03-17,,,,, 25,22 133,, 3, 367, 1.63, 98.4,,,,,,,,,,,,,,4 658.0, 210.5, 2.5,,,
2017-04-11,B, 1,17-3,AA,24 120,2017-03-17,2017-03-17,,,,, 25,23 558,, 10, 562, 2.33, 97.7,,,,,,,,,,,,,,5 117.0, 217.2, 2.8,,,
,B, 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,B, 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,B, 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-13,C, 1,2016-09,BB,17 600,2016-09-13,2016-09-13,,2016-12-09,,, 0,17 600, 0,, 0, 0.00, 100.0,,,,,0,, 0.0,,, 0.00, 0.0,,, 124.0, 7.1, 0.0,,,
2016-09-13,C, 2,2016-09,BB,17 600,2016-09-13,2016-09-13,,2016-12-09,,, 0,17 600, 0,, 0, 0.00, 100.0,,,,,681,, 0.0, 0.00, 0.0, 0.04, 38.7,,, 217.0, 12.3, 0.0, 0.32, 0.32,
2016-09-14,C, 2,2016-09,BB,17 600,2016-09-13,2016-09-13,,2016-12-09,,, 1,17 600, 0,, 0, 0.00, 100.0,,,,,0,, 0.0, 0.00, 0.0, 0.04, 0.0,,, 171.0, 9.7, 0.0,, 0.57,
2016-09-14,C, 1,2016-09,BB,17 600,2016-09-13,2016-09-13,,2016-12-09,,, 1,17 600, 0,, 0, 0.00, 100.0,,,,,,, 0.0,,, 0.00,,,, 221.0, 12.6, 0.0,,,
2016-09-15,C, 2,2016-09,BB,17 600,2016-09-13,2016-09-13,,2016-12-09,,, 2,17 600, 0,, 0, 0.00, 100.0,,,,,209,, 0.0, 0.00, 0.0, 0.05, 11.9,,, 441.0, 25.1, 0.0, 2.11, 0.93,
2016-09-15,C, 1,2016-09,BB,17 600,2016-09-13,2016-09-13,,2016-12-09,,, 2,17 600, 0,, 0, 0.00, 100.0,,,,,,, 0.0,,, 0.00,,,, 326.0, 18.5, 0.0,,,
2016-09-16,C, 2,2016-09,BB,17 600,2016-09-13,2016-09-13,,2016-12-09,,, 3,17 600, 0,, 0, 0.00, 100.0,,,,,270,, 0.0, 0.00, 0.0, 0.07, 15.3,,, 525.0, 29.8, 0.1, 1.94, 1.17,
2016-09-16,C, 1,2016-09,BB,17 600,2016-09-13,2016-09-13,,2016-12-09,,, 3,17 600, 0,, 0, 0.00, 100.0,,,,,239,, 0.0,,, 0.01, 13.6,,, 428.0, 24.3, 0.1, 1.79, 4.60,
2016-09-17,C, 1,2016-09,BB,17 600,2016-09-13,2016-09-13,,2016-12-09,,, 4,17 600, 0,, 0, 0.00, 100.0,,,,,299,, 0.0,,, 0.03, 17.0,,, 531.0, 30.2, 0.1, 1.78, 3.03,
2016-09-17,C, 2,2016-09,BB,17 600,2016-09-13,2016-09-13,,2016-12-09,,, 4,17 600, 0,, 0, 0.00, 100.0,,,,,510,, 0.0, 0.00, 0.0, 0.09, 29.0,,, 646.0, 36.7, 0.1, 1.27, 1.20,
2016-09-18,C, 1,2016-09,BB,17 600,2016-09-13,2016-09-13,,2016-12-09,,, 5,17 600, 0,, 0, 0.00, 100.0,,,,,449,, 0.0,,, 0.06, 25.5,,, 649.0, 36.9, 0.1, 1.45, 2.31,
2016-09-18,C, 2,2016-09,BB,17 600,2016-09-13,2016-09-13,,2016-12-09,,, 5,17 600, 0,, 0, 0.00, 100.0,,,,,299,, 0.0, 0.00, 0.0, 0.11, 17.0,,, 724.0, 41.1, 0.2, 2.42, 1.38,
2016-09-19,C, 1,2016-09,BB,17 600,2016-09-13,2016-09-13,,2016-12-09,,, 6,17 600, 0,, 0, 0.00, 100.0,,,,,656,, 0.0,,, 0.09, 37.3,,, 648.0, 36.8, 0.2, 0.99, 1.78,
2016-09-19,C, 2,2016-09,BB,17 600,2016-09-13,2016-09-13,,2016-12-09,,, 6,17 600, 0,, 0, 0.00, 100.0,,,,,693,, 0.0, 0.00, 0.0, 0.15, 39.4,,, 795.0, 45.2, 0.2, 1.15, 1.32,
2016-09-20,C, 1,2016-09,BB,17 600,2016-09-13,2016-09-13,,2016-12-09,,, 7,17 600, 0,, 0, 0.00, 100.0,,,,,381,, 0.0,,, 0.12, 21.7,,, 733.0, 41.7, 0.2, 1.92, 1.81,
2016-09-20,C, 2,2016-09,BB,17 600,2016-09-13,2016-09-13,,2016-12-09,,, 7,17 600, 0,, 0, 0.00, 100.0,,,,,427,, 0.0, 0.00, 0.0, 0.18, 24.3,,, 827.0, 47.0, 0.2, 1.94, 1.41,
2016-09-21,C, 1,2016-09,BB,17 600,2016-09-13,2016-09-13,,2016-12-09,,, 8,17 600, 0,, 0, 0.00, 100.0,,,,,487,, 0.0,,, 0.14, 27.7,,, 744.0, 42.3, 0.3, 1.53, 1.75,
2016-09-21,C, 2,2016-09,BB,17 600,2016-09-13,2016-09-13,,2016-12-09,,, 8,17 600, 0,, 0, 0.00, 100.0,,,,,468,, 0.0, 0.00, 0.0, 0.20, 26.6,,,1 258.0, 71.5, 0.3, 2.69, 1.58,
2016-09-22,C, 1,2016-09,BB,17 600,2016-09-13,2016-09-13,,2016-12-09,,, 9,17 600, 0,, 0, 0.00, 100.0,,,,,749,, 0.0,,, 0.19, 42.6,,, 844.0, 48.0, 0.3, 1.13, 1.61,
2016-09-22,C, 2,2016-09,BB,17 600,2016-09-13,2016-09-13,,2016-12-09,,, 9,17 600, 0,, 0, 0.00, 100.0,,,,,771,, 0.0, 0.00, 0.0, 0.25, 43.8,,, 975.0, 55.4, 0.4, 1.26, 1.52,
2016-09-23,C, 2,2016-09,BB,17 600,2016-09-13,2016-09-13,,2016-12-09,,, 10,17 600, 0,, 0, 0.00, 100.0,,,,,689,, 0.0, 0.00, 0.0, 0.29, 39.2,,,1 085.0, 61.7, 0.4, 1.57, 1.53,
2016-09-23,C, 1,2016-09,BB,17 600,2016-09-13,2016-09-13,,2016-12-09,,, 10,17 600, 0,, 0, 0.00, 100.0,,,,,674,, 0.0,,, 0.22, 38.3,,, 937.0, 53.2, 0.4, 1.39, 1.57,
2016-09-24,C, 1,2016-09,BB,17 600,2016-09-13,2016-09-13,,2016-12-09,,, 11,17 600, 0,, 0, 0.00, 100.0,,,,,660,, 0.0,,, 0.26, 37.5,,,1 002.0, 56.9, 0.4, 1.52, 1.56,
2016-09-24,C, 2,2016-09,BB,17 600,2016-09-13,2016-09-13,,2016-12-09,,, 11,17 600, 0,, 0, 0.00, 100.0,,,,,749,, 0.0, 0.00, 0.0, 0.33, 42.6,,,1 155.0, 65.6, 0.5, 1.54, 1.53,
2016-09-25,C, 1,2016-09,BB,17 600,2016-09-13,2016-09-13,,2016-12-09,,, 12,17 600, 0,, 0, 0.00, 100.0,,,,,794,, 0.0,,, 0.31, 45.1,,,1 055.0, 59.9, 0.5, 1.33, 1.53,
2016-09-25,C, 2,2016-09,BB,17 600,2016-09-13,2016-09-13,,2016-12-09,,, 12,17 600, 0,, 0, 0.00, 100.0,,,,,779,, 0.0, 0.00, 0.0, 0.37, 44.3,,,1 358.0, 77.2, 0.6, 1.74, 1.55,
2016-09-26,C, 2,2016-09,BB,17 600,2016-09-13,2016-09-13,,2016-12-09,,, 13,17 600, 0,, 0, 0.00, 100.0,,,,,810,, 0.0, 0.00, 0.0, 0.42, 46.0,,,1 421.0, 80.7, 0.7, 1.75, 1.58,
2016-09-26,C, 1,2016-09,BB,17 600,2016-09-13,2016-09-13,,2016-12-09,,, 13,17 600, 0,, 0, 0.00, 100.0,,,,,870,, 0.0,,, 0.36, 49.4,,,1 119.0, 63.6, 0.5, 1.29, 1.50,
2016-09-27,C, 2,2016-09,BB,17 600,2016-09-13,2016-09-13,,2016-12-09,,, 14,17 600, 0,, 0, 0.00, 100.0,,,,,869,, 0.0, 0.00, 0.0, 0.47, 49.4,,,1 456.0, 82.7, 0.7, 1.68, 1.59,
2016-09-27,C, 1,2016-09,BB,17 600,2016-09-13,2016-09-13,,2016-12-09,,, 14,17 600, 0,, 0, 0.00, 100.0,,,,,809,, 0.0,,, 0.40, 46.0,,,1 164.0, 66.1, 0.6, 1.44, 1.49,
2016-09-28,C, 1,2016-09,BB,17 600,2016-09-13,2016-09-13,,2016-12-09,,, 15,17 600, 0,, 0, 0.00, 100.0,,,,,900,, 0.0,,, 0.45, 51.1,,,1 102.0, 62.6, 0.7, 1.22, 1.46,
2016-09-28,C, 2,2016-09,BB,17 600,2016-09-13,2016-09-13,,2016-12-09,,, 15,17 600, 0,, 0, 0.00, 100.0,,,,,960,, 0.0, 0.00, 0.0, 0.52, 54.6,,,1 531.0, 87.0, 0.8, 1.59, 1.59,
2016-09-29,C, 2,2016-09,BB,17 600,2016-09-13,2016-09-13,,2016-12-09,,, 16,17 600, 0,, 0, 0.00, 100.0,,,,,"1,109",, 0.0, 0.00, 0.0, 0.58, 63.0,,,1 696.0, 96.4, 0.9, 1.53, 1.58,
2016-09-29,C, 1,2016-09,BB,17 600,2016-09-13,2016-09-13,,2016-12-09,,, 16,17 600, 0,, 0, 0.00, 100.0,,,,,989,, 0.0,,, 0.51, 56.2,,,1 216.0, 69.1, 0.7, 1.23, 1.43,
2016-09-30,C, 2,2016-09,BB,17 600,2016-09-13,2016-09-13,,2016-12-09,,, 17,17 600, 0,, 0, 0.00, 100.0,,,,,951,, 0.0, 0.00, 0.0, 0.64, 54.0,,,1 807.0, 102.7, 1.0, 1.90, 1.61,
2016-09-30,C, 1,2016-09,BB,17 600,2016-09-13,2016-09-13,,2016-12-09,,, 17,17 600, 0,, 0, 0.00, 100.0,,,,,950,, 0.0,,, 0.56, 54.0,,,1 575.0, 89.5, 0.8, 1.66, 1.46,
2016-10-01,C, 1,2016-09,BB,17 600,2016-09-13,2016-09-13,,2016-12-09,,, 18,17 600, 0,, 0, 0.00, 100.0,,,,,"1,088",, 0.0,,, 0.62, 61.8,,,1 601.0, 91.0, 0.9, 1.47, 1.46,
2016-10-01,C, 2,2016-09,BB,17 600,2016-09-13,2016-09-13,,2016-12-09,,, 18,17 600, 0,, 0, 0.00, 100.0,,,,,"1,024",, 0.0, 0.00, 0.0, 0.70, 58.2,,,1 792.0, 101.8, 1.1, 1.75, 1.62,
2016-10-02,C, 1,2016-09,BB,17 600,2016-09-13,2016-09-13,,2016-12-09,,, 19,17 600, 0,, 0, 0.00, 100.0,,,,,"1,060",, 0.0,,, 0.68, 60.2,,,2 090.0, 118.8, 1.0, 1.97, 1.50,
2016-10-02,C, 2,2016-09,BB,17 600,2016-09-13,2016-09-13,,2016-12-09,,, 19,17 600, 0,, 0, 0.00, 100.0,,,,,"1,211",, 0.0, 0.00, 0.0, 0.77, 68.8,,,2 118.0, 120.3, 1.2, 1.75, 1.63,
2016-10-03,C, 2,2016-09,BB,17 600,2016-09-13,2016-09-13,,2016-12-09,,, 20,17 600, 0,, 0, 0.00, 100.0,,,,,"1,299",, 0.0, 0.00, 0.0, 0.84, 73.8,,,2 102.0, 119.4, 1.4, 1.62, 1.63,
2016-10-03,C, 1,2016-09,BB,17 600,2016-09-13,2016-09-13,,2016-12-09,,, 20,17 600, 0,, 0, 0.00, 100.0,,,,,"1,223",, 0.0,,, 0.75, 69.5,,,1 937.0, 110.1, 1.1, 1.58, 1.51,
2016-10-04,C, 2,2016-09,BB,17 600,2016-09-13,2016-09-13,,2016-12-09,,, 21,17 600, 0,, 0, 0.00, 100.0,,,,,"1,349",, 0.1, 5.51, 97.0, 0.92, 76.7,,,2 083.0, 118.4, 1.5, 1.54, 1.62,
2016-10-04,C, 1,2016-09,BB,17 600,2016-09-13,2016-09-13,,2016-12-09,,, 21,17 600, 0,, 0, 0.00, 100.0,,,,,"1,318",, 0.1, 5.00, 88.0, 0.83, 74.9, 6.7,,1 844.0, 104.8, 1.2, 1.40, 1.50,
